,id,title
0,1111027375945,北京新天地五期
1,1111027381003,新龙城
2,1111027382209,远洋山水
3,1111027378998,荣丰2008
4,1111027381801,远见名苑
5,1111027379657,芍药居北里
6,1111027378040,朗琴园
7,1111027376008,保利西山林语
8,1111027375357,后现代城
9,1111027376255,北苑家园茉藜园
10,1111027380722,橡树湾
11,1111027375142,华龙美晟
12,1111027375158,华贸城
13,1111027376257,北苑家园望春园
14,1111027381668,阳光丽景
15,1111027375273,弘善家园
16,1111027375984,保利金泉
17,1111027381719,沿海赛洛城
18,1111027378890,青年汇佳园
19,1111027382272,裕中西里
20,1111027375995,保利茉莉公馆
21,1111027380345,万科紫苑
22,1111027378350,美利山
23,1111047349969,融泽嘉园
24,1111027382490,珠江帝景
25,1111027375686,安贞西里
26,1111027380051,天通苑东一区
27,1111027374215,梵谷水郡
28,1111027380930,新景家园东区
29,1111027380101,太阳公元
30,1111027379107,首城国际A区
31,1111027380656,红山世家
32,1111027376354,翠成馨园
33,1111027378138,流星花园三区
34,1111027378492,农光里
35,1111027375966,柏林爱乐二期
36,1111027380317,望京新城
37,1111027381363,宣颐家园
38,1111027378712,苹果派
39,1111027382251,裕中东里
40,1111027380894,西豪逸景
41,1111027377061,今典花园
42,1111027374654,国美第一城3号院
43,1111027375552,10AM新坐标
44,1111027379889,天居园
45,1111027381533,逸成东苑
46,1111027374678,gogo新世代
47,1111027381021,兴隆家园
48,1111027377416,京通苑
49,1111027381727,运河湾
50,1111027382073,永泰东里
51,1111027380057,天通苑中苑
52,1111027379834,壹线国际
53,1111027378305,美景东方
54,1111027378981,清芷园
55,1111027378224,莱圳家园
56,1111027374971,华纺易城
57,1111027381005,兴隆都市馨园
58,1111027380567,新奥洋房
59,1111027375847,百环家园
60,1111027378073,丽水莲花
61,1111027374826,公园五号
62,1111027382485,中海紫御公馆
63,1111027379004,润枫水尚
64,1111027375970,保利百合
65,1111046457781,中海御鑫阁
66,1111027377722,乐城
67,1111027382177,安慧北里逸园
68,1111041156889,华业东方玫瑰
69,1111027377957,林肯公园
70,1111027380342,万科星园
71,1111027375333,华腾园
72,1111027380054,天通西苑三区
73,1111027379786,天畅园
74,1111027382552,珠江逸景
75,1111027381238,炫特嘉园三期
76,1111027375680,澳洲康都
77,1111027382529,珠江绿洲
78,1111027378713,苹果社区南区
79,1111027378909,旗胜家园
80,1111027382525,珠江罗马嘉园西区
81,1111027374656,国美第一城2号院
82,1111027376524,常青藤嘉园
83,1111027382589,棕榈泉国际公寓
84,1111027376013,八里庄北里
85,1111027376034,北欧印象
86,1111027376795,当代城市家园
87,1111027382206,远洋沁山水
88,1111027380525,五月华庭
89,1111027375388,惠新里小区
90,1111027374458,富卓苑
91,1111027380791,星河城东区
92,1111027374303,富力又一城C区
93,1111027380343,万科中粮假日风景
94,1111027375924,北京青年城
95,1111046754872,世华龙樾
96,1111027376953,慧忠里
97,1111027377891,龙华园
98,1111027382146,育新花园
99,1111041899696,金隅丽景园
100,1111045368414,南庭新苑北区
101,1111027380047,天通苑北一区
102,1111027382106,永泰园
103,1111027376090,宝盛里
104,1111027379117,顺驰领海
105,1111027380576,西坝河东里
106,1111027375287,慧时欣园
107,1111027381078,小南庄社区
108,1111027381676,阳光上东
109,1111027379691,松榆西里
110,1111027379295,三环新城7号院
111,1111027375967,柏林爱乐三期
112,1111027382244,亦庄北岸
113,1111046342806,上地东里
114,1111027374529,格调
115,1111027376317,CBD传奇
116,1111027375926,北京人家
117,1111027377283,京贸国际城西区
118,1111027375683,安贞里
119,1111027374275,富力城D区
120,1111027375871,北京北
121,1111027377212,季景沁园
122,1111027380931,新景家园西区
123,1111027379077,润泽悦溪
124,1111027377579,加州水郡三期
125,1111027379663,上元君庭
126,1111027380385,万年花城二期
127,1111027377118,金港国际
128,1111027381561,银地家园
129,1111027379903,天伦锦城
130,1111027374040,东亚上北中心
131,1111027379481,世茂奥临花园
132,1111027374186,芳城园一区
133,1111027378235,龙泽苑西区
134,1111027378618,南沙滩小区
135,1111027382721,智学苑
136,1111027376481,畅柳园
137,1111027381239,炫特嘉园一期
138,1111027381176,新里.西斯莱公馆
139,1111027375280,海晟名苑南区
140,1111027374488,观澳园
141,1111027380129,塔院小区
142,1111027377236,九龙花园
143,1111027382283,左安浦园
144,1111027378310,名佳花园三区
145,1111027381852,永乐东区
146,1111027380388,万年花城四期
147,1111027379833,通惠家园
148,1111027381709,颐慧佳园
149,1111027381229,新通国际花园
150,1111027380049,天通苑东二区
151,1111027375225,华清嘉园
152,1111027380027,天天家园
153,1111027377595,瞰都国际
154,1111027376911,定慧福里
155,1111027375313,海特花园小区
156,1111027380053,天通西苑二区
157,1111027379471,石榴园北里小区
158,1111027374250,丰汇园小区
159,1111027380321,望京西园三区
160,1111027375267,合生国际花园
161,1111027380846,新华联家园北区
162,1111041787770,龙湖时代天街
163,1111027376363,车道沟南里
164,1111027374272,富力城A区
165,1111027380798,星河城西区
166,1111027378951,清缘东里
167,1111027380920,新街坊
168,1111027374537,国典华园
169,1111027376258,北苑家园绣菊园
170,1111027375413,华严北里小区
171,1111027381237,炫特嘉园二期
172,1111027376256,北苑家园清友园
173,1111027379472,石榴园南里小区
174,1111027378504,南湖东园二区
175,1111027374768,官苑8号
176,1111027375352,华威西里
177,1111027382546,紫金新干线
178,1111027380050,天通苑东三区
179,1111027378816,千鹤家园
180,1111027380242,万国城MOMA
181,1111027376153,百旺茉莉园
182,1111027380378,卧龙小区
183,1111027379355,世纪金色嘉园
184,1111027380785,旭辉奥都
185,1111027380000,天时名苑
186,1111027382191,远洋风景
187,1111027375153,华龙苑南里
188,1111027382612,朱雀门
189,1111027382744,左右坊
190,1111027376016,八里庄北里小区
191,1111027380040,天通苑北二区
192,1111027382103,永泰西里
193,1111027382505,珠江峰景
194,1111027378069,丽水嘉园
195,1111027374691,国瑞城中区
196,1111027379460,上林溪
197,1111027377388,金泰城丽湾
198,1111027377050,晶都国际
199,1111027379296,三环新城8号院
200,1111027375341,华威北里
201,1111027382705,中信锦园
202,1111027380340,万科四季花城
203,1111027382474,筑华年
204,1111027374680,广渠家园
205,1111027377332,建设部大院
206,1111041137077,保利嘉园三号院
207,1111027374292,富力桃园C区
208,1111027374840,冠英园小区
209,1111027380516,万象新天四区
210,1111027376033,BOBO自由城
211,1111027378913,清上园
212,1111045269268,鸿坤理想城礼域府
213,1111027380621,西城晶华
214,1111043623564,保利春天里
215,1111027375968,柏林爱乐四期
216,1111027382517,珠江骏景北区
217,1111027380148,UHN国际村
218,1111027381904,怡美家园
219,1111027377276,角门东里
220,1111041743164,金域华府一期
221,1111027380329,万科城市花园
222,1111027382693,紫薇天悦
223,1111027382307,知本时代
224,1111027373705,大河庄苑
225,1111047837492,金融街融汇
226,1111027376986,建邦枫景
227,1111027380476,曙光花园
228,1111027374466,国奥村
229,1111027380126,太阳园
230,1111045501689,广安﹒康馨家园
231,1111041153546,世华泊郡
232,1111027380611,新城国际
233,1111027380387,万年花城三期
234,1111027374569,观湖国际
235,1111027380521,望园东里
236,1111027376165,冠城大通百旺府
237,1111027376424,彩虹城四区
238,1111027377509,嘉园二里
239,1111027382464,中海枫涟山庄
240,1111027376564,椿树园
241,1111027376401,晨光家园
